status	base_mode	working_mode	base_blob	working_blob	path	upstream_change	default_decision
M	100644	100644	c1e874d719fe032ee272d0e90ce8919c1960c32a	50b2d78a7373d8be5ae9cc3ebf8bd398525138e8	.env.example	yes:M	three-way-preserve-musuw
D	100644	000000	1f7bce20da3266a48be55ce9c75429a8b1de51f2	0000000000000000000000000000000000000000	.github/workflows/app.yml	yes:M	three-way-preserve-musuw
D	100644	000000	e4602a0f23807b1c1bca22cb8cfaff3636710c25	0000000000000000000000000000000000000000	.github/workflows/cli-e2e.yml	no	preserve-local-deletion
D	100644	000000	1227dd76ef551c68e18769b8afae25b0995b7ef2	0000000000000000000000000000000000000000	.github/workflows/cli.yml	yes:M	three-way-preserve-musuw
D	100644	000000	fe1a8669b3d156f5078b8a5bd7afb8b20d2f3215	0000000000000000000000000000000000000000	.github/workflows/docker-image.yml	yes:M	three-way-preserve-musuw
D	100644	000000	93ece72bd5952ec3ba3690b9a6ae4fc80bce1baf	0000000000000000000000000000000000000000	.github/workflows/docreader.yml	yes:M	three-way-preserve-musuw
D	100644	000000	14df10f217624bfeba937d61f423ca76db76504f	0000000000000000000000000000000000000000	.github/workflows/frontend.yml	no	preserve-local-deletion
D	100644	000000	07ede56f80abe4e86a36553888e6a7ad98ba232c	0000000000000000000000000000000000000000	.github/workflows/mcp-server.yml	no	preserve-local-deletion
D	100644	000000	6a48c13132d953185c66614e88812fff1a72215d	0000000000000000000000000000000000000000	.github/workflows/release-lite.yml	no	preserve-local-deletion
M	100644	100644	1423ddab11659dc7d3aa35a8d560122ac7e03cec	b26303eca3e04ad9deed3dcf5bc941d1f5d81d18	.gitignore	yes:M	three-way-preserve-musuw
M	100644	100644	acad8462c6fc14f2f2cb02c4a9f97fbbf776f878	3bb44243e57911fc961dfbb35a26b27cdd95d9a1	Makefile	yes:M	three-way-preserve-musuw
M	100755	100755	464bab7b305f1cc2aec880c56749ecb71a8af93a	2b34c40813b219164b5f4e1c6cd7c82db6ed2529	cli/scripts/check-secret-tokens.sh	no	preserve-local-modification
M	100644	100644	5afd8f9e8172102a63850f81137414403e6701c9	54b7fca3804d6789981da0ed2a9dad623f435e8a	client/tenant.go	yes:M	three-way-preserve-musuw
D	100644	000000	654185a187fa3e6af5b90ad5a93674966cbfdfcf	0000000000000000000000000000000000000000	cmd/desktop/app.go	no	preserve-local-deletion
D	100644	000000	63617fe4f746b8a878bd5f44725f4f317b9d9850	0000000000000000000000000000000000000000	cmd/desktop/build/appicon.png	no	preserve-local-deletion
D	100644	000000	d17a7475c585599a6928cc2af63a1dcbae7ee6c9	0000000000000000000000000000000000000000	cmd/desktop/build/darwin/Info.plist	no	preserve-local-deletion
D	100644	000000	b5c0efd1a2706e4b7a84056d479529c47ce435e4	0000000000000000000000000000000000000000	cmd/desktop/main.go	no	preserve-local-deletion
D	100644	000000	650d377d535b26f022a328b525cb46962d2e718e	0000000000000000000000000000000000000000	cmd/desktop/main_bindings.go	no	preserve-local-deletion
D	100644	000000	45a1a63501f2d02167a546448a73a09a15af969a	0000000000000000000000000000000000000000	cmd/desktop/prefs.go	no	preserve-local-deletion
D	100644	000000	a1bd868402b31352bf80a3d815cd3c00beb8cff3	0000000000000000000000000000000000000000	cmd/desktop/update.go	no	preserve-local-deletion
D	100644	000000	72932f447823a63a4fb7df3b187097ac24c9349f	0000000000000000000000000000000000000000	cmd/desktop/wails.json	no	preserve-local-deletion
M	100644	100644	22b0ce52767d37344fe5eb52bbd892cc0665c819	6e1c7e2cec24a4e8a5ef2f58f5a201ec697fc4cc	config/builtin_agents.yaml	yes:M	three-way-preserve-musuw
A	000000	100644	0000000000000000000000000000000000000000	25b3eca7bea042f0cba1bf8ab1f0d82cbcb962d5	config/builtin_models.yaml	no	preserve-local-addition
M	100644	100644	c6b69f3c1d9039d52e0215f3de87d868269157ac	7ca9102c7f55b6a71c13ac975e86184427b86b73	config/config.yaml	no	preserve-local-modification
M	100644	100644	f46f72d36b747989ab6569e7730288b9f957424a	277ca8b093c8ed935d2a926fdea4fd3fd6932f90	config/prompt_templates/agent_system_prompt.yaml	yes:M	three-way-preserve-musuw
M	100644	100644	66036a407834b96e9f1b39626c23f7f77ce2a914	64568a5c9551afbc21850093ba5feb54461b59eb	config/prompt_templates/fallback.yaml	no	preserve-local-modification
M	100644	100644	4d600f16e157e55103beb491938ca30a39b91e1d	d4f952c792260e08cb83bcc03b64b1de76eb2bf2	config/prompt_templates/intent_prompts.yaml	no	preserve-local-modification
M	100644	100644	2cd239b00bcb30f11979267dfe3a9b1c482ebb84	3ae504933a8b5b7579b8e15a8822826555561e54	config/prompt_templates/system_prompt.yaml	no	preserve-local-modification
M	100644	100644	5155038267587643d69e331efcd3447562451455	21170a79703f473966c22b65d0fcf10ea9fbd39d	docker-compose.yml	yes:M	three-way-preserve-musuw
M	100644	100644	3fd561c98fa05b6ce7d248e795025c3504f7af88	82f1d28279a3628f158a4b5a5697a300ae168676	docker/searxng/settings.yml	no	preserve-local-modification
M	100644	100644	7f89d961de67210ce283ec6d2cc5135418cb75ac	0f158122836ede2b5059cef5dfcc24061ca3b871	docs/QA.md	no	preserve-local-modification
M	100644	100644	06864e1d830666ad0bd778869d120c3b58d052c1	eeb800d815b6aa82871d5aebbe38abc558f3e043	docs/api/tenant.md	yes:M	three-way-preserve-musuw
M	100644	100644	9f87c24c8fefe009b10e5917f9eb81b1257c02f5	e65c06f11bd4cfa8c7bb2a255c4bb9613e133f1d	docs/docs.go	yes:M	three-way-preserve-musuw
M	100644	100644	39cf40362829a953ee9034caa65407ecfc79a3ee	0a339c9a4e69c00a7c07740af0e41f4b0fe9c0fd	docs/embed-secure-mode.md	no	preserve-local-modification
M	100644	100644	863b797433396e0aada0d6544602e85d97d2aa22	cdaec21081950b7d258a781239dd05a37cc1d979	docs/embed-subdomain.md	no	preserve-local-modification
M	100644	100644	e1eb820d5fbba43ff418057b1ee0092c72b73f9f	83294c63d8779639547738cd3ab5e2a633ec8bae	docs/swagger.json	yes:M	three-way-preserve-musuw
M	100644	100644	72a2a86fd6ab97e4263b6db6a05a7f4185c59ec7	ccade079cf08f16f79c7665b97f2c92cf59672e7	docs/swagger.yaml	yes:M	three-way-preserve-musuw
M	100644	100644	f0a7bd4148de01e972b8a7fa137766ec7aca73da	319d063c5909a76e1b5c67025370c896dd2436ad	frontend/docker-entrypoint.sh	yes:M	three-way-preserve-musuw
M	100644	100644	79a4e944a9eb0b4a9f5d5e27ac5c2540154d4f22	de977639553792698cc7279fd460b950fe324cd7	frontend/embed.html	no	preserve-local-modification
M	100644	100644	f067d83773a859638ee987c648fb171142606e8d	5725c12d79a4ecac9b7b0af2fdafbbce298472f9	frontend/index.html	no	preserve-local-modification
M	100644	100644	11c8fd2cb481a49d099387e8396afb6728598a05	f78be4c3509a18328f5d85f61fd0d8b49d1ca37f	frontend/nginx.conf	no	preserve-local-modification
A	000000	100644	0000000000000000000000000000000000000000	39a0cceaf770893a1d1f58d11656a663a0caafef	frontend/operations.html	no	preserve-local-addition
M	100644	100644	439e7e4043b46be3009bfee190d11c121382376b	5c60b5664f7beb4545a6ad6782e4dbc5ec5527de	frontend/package-lock.json	yes:M	three-way-preserve-musuw
M	100644	100644	8d030668c9b39a4c1d2607a4ec3341143240b0c8	86af2b3842e637b8f2d15edd1489178f97e0893d	frontend/package.json	no	preserve-local-modification
M	100644	100644	c8931efa974c3004862c65fd72dfd1437ed8a7f5	23ca0291594381bb5f8b1cfe1ade07891195dc1e	frontend/public/favicon.ico	no	preserve-local-modification
A	000000	100644	0000000000000000000000000000000000000000	8f274960e871d5dbb103c39ea96b565e854867f4	frontend/public/musuw-logo.png	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	9143e4db5714b436232e105108eb8c4416d55085	frontend/public/musuw-widget.js	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	d33b148cafc0d8898916b5cb838c5b0f9764ff65	frontend/public/vendor/obsidian-1.13.7/README.md	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	362337778dade7ebf2477911eb19a64981cc5440	frontend/public/vendor/obsidian-1.13.7/graph-sim.js	no	preserve-local-addition
D	100644	000000	3207d0111429743aaa6d777c3da79bc4f2b0a276	0000000000000000000000000000000000000000	frontend/public/weknora-widget.js	no	preserve-local-deletion
A	000000	100644	0000000000000000000000000000000000000000	a3c07150a72e95ccc53a7a3c6743fb8f3ead20fb	frontend/src/App.oidc-error.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	6172260ef5aea97e348deace9d532edd87129a49	frontend/src/App.oidc-performance.test.mjs	no	preserve-local-addition
M	100644	100644	9b50e3b424d2e0fdaec162a854b3261ac15fa29b	c77a9b284e236e548273e29a0f196409b37f350e	frontend/src/App.vue	yes:M	three-way-preserve-musuw
M	100644	100644	44a5871a2fea697cab291e1cd7ae8242c716acb5	9efafdcf7de918d7d3aa3e55fb5f73156faa43dc	frontend/src/api/auth/index.ts	yes:M	three-way-preserve-musuw
M	100644	100644	1ec712201821729c4571836a9cc39065661a01b4	91e747a7c9b287b01ac56a1175b5c1f3571ba610	frontend/src/api/chat/streame.ts	no	preserve-local-modification
M	100644	100644	1e541fec65d18ce26a5ad5646eb6690919b2afef	f56b291760ed832bef2685fc329d054bdadd68e7	frontend/src/api/embed/index.ts	no	preserve-local-modification
A	000000	100644	0000000000000000000000000000000000000000	dcc1191d91d6a4582dac33151f65826ce1a59749	frontend/src/api/entitlement.ts	no	preserve-local-addition
M	100644	100644	7eecec5199c5168b8280322b241d8f818f226412	8304b88f5ef32b701b4372b2ca9fa52000aa0390	frontend/src/api/knowledge-base/index.ts	yes:M	three-way-preserve-musuw
A	000000	100644	0000000000000000000000000000000000000000	88efe876477e4b0de01bef43e0552a3e4d879de2	frontend/src/api/model/consumerSceneOptions.test.mjs	no	preserve-local-addition
M	100644	100644	e18d9657af45015d0c8bb5903f6406197d33073f	d75e604f04045c10e62f3b947b7be5a325ee96bb	frontend/src/api/model/index.ts	no	preserve-local-modification
M	100644	100644	9fc038a0af4b0a5724127582fdec44c371cd6ea4	67221fe611676e0b95eb6e3879a90cc52defd292	frontend/src/api/organization/index.ts	no	preserve-local-modification
A	000000	100644	0000000000000000000000000000000000000000	deacaba120a8a37bb470c70bc92274c106a8bcbe	frontend/src/assets/AgentKnowledgeCardParity.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	bfe05d85e3a516bd64afa6d69bfa6f9dddf3e5c5	frontend/src/assets/business-baselines/ChatIndex.pre-view.vue	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	bfa653c206ebb7d579e294e18f8220ffb83f5682	frontend/src/assets/business-baselines/Input-field.pre-view.vue	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	75996e898b170fe61e0c32eac39ca71b79bee9a0	frontend/src/assets/business-baselines/KnowledgeBase.pre-view.vue	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	c49c30b1e68b3e99b8965b447eadac4bfc268249	frontend/src/assets/business-baselines/KnowledgeBaseList.pre-view.vue	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	4b6090b0ee24ffbcc97ccdd3f70220cd44966a8e	frontend/src/assets/business-baselines/manual-knowledge-editor.pre-view.vue	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	7686bad141078b5c7ad25f8bae21a3b4a8d158b1	frontend/src/assets/business-baselines/menu.pre-view.vue	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	1dde5c4cf7f4c2c7538cf50e32caf8a062bd2190	frontend/src/assets/drawerRootPaintContract.test.mjs	no	preserve-local-addition
D	100644	000000	3a524896e3f10ee88e3bb120eb8e95c5b9aaf9ef	0000000000000000000000000000000000000000	frontend/src/assets/fonts.css	no	preserve-local-deletion
D	100644	000000	386dd20f5cfaaada243f5bd5e009cb886bba077a	0000000000000000000000000000000000000000	frontend/src/assets/fonts/TencentSans.ttf	no	preserve-local-deletion
M	100644	100644	1ec48493fd29e75e3367e1290a68ad1626926404	21fd4b036b687ada66356802a1035316f4786691	frontend/src/assets/img/screenshot-1.svg	no	preserve-local-modification
D	100644	000000	23a2cc453b6e74d1bf32a538938e988b2bf797f7	0000000000000000000000000000000000000000	frontend/src/assets/img/weknora.png	no	preserve-local-deletion
A	000000	100644	0000000000000000000000000000000000000000	19cf1b65f17b7dea8ad4ab7b1c5a94c50b5ca27d	frontend/src/assets/musnowSettingsReferenceVisual.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	7048ab4a7ca7a15689cb2cb8ffcf91f2c6c45580	frontend/src/assets/musuw-document-list-reference-final.css	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	39547cb8f96bf773f333a880355c5c6ab9043124	frontend/src/assets/musuw-document-preview-final.css	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	db0a4a09e21f998f560892eec1a992d2715b73cd	frontend/src/assets/musuw-final-contract-closure.css	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	731cd95b3824be0dcfb97cc6afb3a74d84bbf901	frontend/src/assets/musuw-final-theme-closure.css	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	036947a3b51e64583026a72fae8cd30f3732a413	frontend/src/assets/musuw-guide-reference.css	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	1a713966128ac375623db936c736cda02d374642	frontend/src/assets/musuw-kb-editor-inner-final.css	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	6ae24029f80b9945a55516b5586255f0b4bc810b	frontend/src/assets/musuw-model-editor-inner-final.css	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	d4bba5f05db69266dda68a88ee05bf00c417be99	frontend/src/assets/musuw-native-directory-reference.css	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	7b2f921587cd58e4b0381d4367ae2a12c72cad0c	frontend/src/assets/musuw-onboarding-native.css	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	7d560bbd215c497f63e5278f7dc1af12460e4e3b	frontend/src/assets/musuw-qapanel-reference-final.css	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	2c6a51b2448017570422cf5715232f74fbbb5a37	frontend/src/assets/musuw-reachable-surface-final.css	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	b00fecd1c8831e56d67e35bfa302035538470fb4	frontend/src/assets/musuw-reference-lucide-precision.css	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	cda06e8df19f25f44aa09ae98b109f89442066f2	frontend/src/assets/musuw-reference-precision-fixes.css	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	5caf987e2a29be8698452ed8ef29674f381df476	frontend/src/assets/musuw-settings-reference-inner.css	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	2fc6778b25ec78138ec1f3ce8b948ac05a06b285	frontend/src/assets/musuw-tdesign-overlay-bridge.css	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	16a5690e5e0be1470a65b884cdda73df6136928e	frontend/src/assets/musuw-ui-primitives.css	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	02018ed39790c66df0e0ebca6f325e1442158e30	frontend/src/assets/musuw-visual-contract-final.css	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	d19fe38d646400d1bbf0895e45c7141e2959d647	frontend/src/assets/musuw-visual-preference-compat.css	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	cda963c4a2b6f75db2d8f7b1590144b084cf5d04	frontend/src/assets/musuw-visual.less	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	370bb72e68e86ca0bb281db795bab0ec83733a31	frontend/src/assets/musuwAdapterEventContract.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	9d1a9134dcd66300a9b7862493880c2e81a8230b	frontend/src/assets/musuwBrandSurfaceContract.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	cbdcfcc855fdd09773bedbcf22473c89d55ed1aa	frontend/src/assets/musuwBusinessBaselineFingerprint.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	25de88b89ecbb4ea9b69af74516c1351434613cd	frontend/src/assets/musuwBusinessControllerBuildContract.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	c7df68c0fa583901bc1e315c9de6e2f5f3e6e051	frontend/src/assets/musuwBusinessPresentationParity.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	965cf5c41491fefab4958232629556eafa66ee14	frontend/src/assets/musuwChatDarkTheme.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	b26410f8cb5b38b0fc85254c9b9ac235608a311b	frontend/src/assets/musuwChatParentBusinessParity.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	2f0b927b7d4dfbd097f5d1460f94431ce4a75eab	frontend/src/assets/musuwChatViewGuard.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	29efb5944e120734d4aea1a9781b7d77101622da	frontend/src/assets/musuwComposerViewGuard.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	cd092d976af48453e28faade5814885c2ab5f01c	frontend/src/assets/musuwDarkInteractiveSurfaceContract.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	0abba880e19505bc092fc224aa409ae5109e687c	frontend/src/assets/musuwDocumentPreviewFinal.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	4d7809a8eb2b1a2f1431bc6b3caaa5bbb007e398	frontend/src/assets/musuwFinalVisualContract.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	c8d209cf63dd49e0ed8de7cf53470606143043e5	frontend/src/assets/musuwInputFieldBusinessParity.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	c05b49a6126236eca7b0a23906fd001adbdfb1c2	frontend/src/assets/musuwKBEditorInnerFinal.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	97e2d8f41bb4fb923df99763e58ed7427c4ffe03	frontend/src/assets/musuwKnowledgeBaseBusinessParity.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	d1faf1fead013042bd086116786df8e9bbcc262c	frontend/src/assets/musuwKnowledgeBaseListBusinessParity.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	bd253c9ca79f8643e81ddabdf43f73c067cd3de6	frontend/src/assets/musuwKnowledgeDarkTheme.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	b55e0e7b3cc95b3df9d89c8a2dd064a5a18675dd	frontend/src/assets/musuwManualEditorBusinessParity.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	31a2696eed4adca445a97bc78e0410400e8b2e00	frontend/src/assets/musuwMeasuredVisualContract.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	6e5b245ab18e074f39293270636edecf13d44b0c	frontend/src/assets/musuwMigratedViewGuard.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	21af6bbcb91eb7293ae327ab88aa4e024f521c86	frontend/src/assets/musuwModelEditorInnerFinal.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	eef0ba4d48c168feff11be77519ab1f03b1e69a2	frontend/src/assets/musuwOnboardingNative.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	45c97220313ff3a737484dd634d620b86c10196c	frontend/src/assets/musuwReachableSurfaceFinal.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	97673357cbb9acddd7dfff17543118e12933695e	frontend/src/assets/musuwReferenceBusinessBaseline.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	e33162a245b7a8405efeeecbb90056cfe91853f9	frontend/src/assets/musuwReferenceBusinessDomContract.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	efaf905a98f6e53349a332d5d33b2f81709cf44e	frontend/src/assets/musuwReferenceLucidePrecision.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	2e3ffd7c8f37cf504247fe0395cefbad466a9d2d	frontend/src/assets/musuwReferencePixelContract.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	8c831aa8dc2bdb7f85bf80c4cacb1a7b0b125ce9	frontend/src/assets/musuwReferencePrecisionFixes.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	29c74adce07e80b61d7043f3ce08f8d380f8b86d	frontend/src/assets/musuwReferenceSourceTokenContract.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	5f628d892f8eb774c769c7bf45cd9c6010fea4c1	frontend/src/assets/musuwResponsiveContract.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	b6c43d90fb1649bd85c24ffc746d1a408ea9a8cb	frontend/src/assets/musuwSettingsRhythmContract.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	b20b62ef47c2a476ced0d9f83d4074ebe428d046	frontend/src/assets/musuwSidebarBusinessParity.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	93b90aff06df740bbba3cc6be84b35e241ac46a6	frontend/src/assets/musuwTDesignOverlayBridge.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	c71aaa2d903fe7ec8d4c0ff3f855c2f93d62ebbe	frontend/src/assets/musuwThemeBootCanvas.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	2db29a7e59f3aece01349d22be74b125613f14f8	frontend/src/assets/musuwThemeColorContract.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	cb2055a18ab1da52d8efe903f2932e36792ecb15	frontend/src/assets/musuwVisualContract.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	f0c5e1c5a150f4e9d95e780d067c14d96c7dd763	frontend/src/assets/musuwWeKnoraVisibleBehaviorContract.test.mjs	no	preserve-local-addition
M	100644	100644	e62ec6f17198bc99e948e704b72aab7f53a1ac44	baa43d95c89353615fbd3f702d87f790b0c6bdb5	frontend/src/assets/theme/theme.css	no	preserve-local-modification
A	000000	100644	0000000000000000000000000000000000000000	8d217e7a9ba1ad20267582b9fefd0b5da367620e	frontend/src/components/AgentListContextualGuideBridge.vue	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	a5bea3f6c11c1b941416612376db5dfd1a627042	frontend/src/components/AgentSelector.native-contract.test.mjs	no	preserve-local-addition
D	100644	000000	8994260810362d22f63e5bea684dff5ee9ccfffa	0000000000000000000000000000000000000000	frontend/src/components/AgentSelector.vue	no	preserve-local-deletion
M	100644	100644	088d5164a770d213e2175a9ca27afb339aeff4e4	16a12821c66739adde2fcf0f781f12d513aba75e	frontend/src/components/AttachmentUpload.vue	no	preserve-local-modification
M	100644	100644	edcd08c1a04395d54db318a556a5332ad31a9f5d	0590ff11ef7817dbe56b017ec24b1e7f237aaa78	frontend/src/components/ChatAttachmentPreviewDrawer.vue	no	preserve-local-modification
M	100644	100644	b2a42b84fc7a76ecbe8fb5f1c8079dddf6ef555b	02a15ab783c5de2973f447e3ae7170e8cdb8d24c	frontend/src/components/ChatCitationFloat.vue	no	preserve-local-modification
M	100644	100644	79aec898f1e90c21a9f63fa77bce0dca509750c4	c0816edeecbb4340dbc5bd71418097a1b3965e7c	frontend/src/components/ChatHeader.vue	yes:M	three-way-preserve-musuw
M	100644	100644	9001acea76aae131cc7420f3e1ffd275b58fce52	6fcf9c24d2321d97c8e70266160336ee1c5c4b2f	frontend/src/components/ChatReferencesDrawer.vue	no	preserve-local-modification
M	100644	100644	2919cfc635677812f2e407c06ebf0f5661952900	72d6928d0fc272ed753aef99a974d476be724242	frontend/src/components/ChatRequestInfoButton.vue	yes:M	three-way-preserve-musuw
M	100644	100644	37829b5566546e48f39e8d344b5cb0647da65824	f956f77923457d9fbcbc2aee7b0a2d3cbfe0a4d5	frontend/src/components/CreateTenantDialog.vue	no	preserve-local-modification
M	100644	100644	65f74a2dcc098caab26dc419eeb9b4385230746f	8fca04f8abbe1d59fb9abc22f73da9bc4e7df4a4	frontend/src/components/EmbedInputField.vue	no	preserve-local-modification
M	100644	100644	3476bf74eb04c64948038b89d6f985ab73e92d51	3288b6a1beb9acce714cc86a707c6fe939efbf27	frontend/src/components/GlobalCommandPalette.vue	yes:M	three-way-preserve-musuw
M	100644	100644	337458a0cafce8fb418ce93f46257375408b5676	000847a165b50f4658ba6ee7b0be53e6ac95cb5c	frontend/src/components/GlobalCommandPalette/ResultGroup.vue	no	preserve-local-modification
M	100644	100644	596367743dca39555a4981713bc5e7bd82358bbd	cec0c8ed8ce014532b80ca701b0123c8201bf598	frontend/src/components/GlobalCommandPalette/ResultItem.vue	no	preserve-local-modification
M	100644	100644	4db0f49b2541f2752c4b3bff80e4c0c916835867	8f41581bf5033b4ef9697e0b587037cd5510d651	frontend/src/components/GlobalCommandPalette/commands.ts	no	preserve-local-modification
M	100644	100644	eeeba21bde1f20ff25b67c113fbda52173a25f13	a06c4981da89a5b5e02a4dcd40b43af2d0cd91af	frontend/src/components/GlobalCommandPalette/useSearch.ts	yes:M	three-way-preserve-musuw
M	100644	100644	0847b644a9375dc08fc725b94090268dafb0e6f3	53f3c8ab793c9f4547b44fafcad9d0f0e934d06e	frontend/src/components/GlobalInvitationBell.vue	no	preserve-local-modification
M	100644	100644	59f1df8ca2d1239be70c67a0fbcf80e31973182a	da4c313019601a879003a69a104ce1d5d935ad77	frontend/src/components/Input-field.agent-switch.test.mjs	no	preserve-local-modification
A	000000	100644	0000000000000000000000000000000000000000	fbac2dd2c27cadef7e748bd47acee73c5fcc3833	frontend/src/components/Input-field.consumerScene.test.mjs	no	preserve-local-addition
M	100644	100644	e1cfef13cef9f2d61e53be8c6e4d33268867b2b7	2ab22704670facaff37ea60ea9b833ff9fd8bc96	frontend/src/components/Input-field.vue	yes:M	three-way-preserve-musuw
M	100644	100644	f06ecd48d12d6bb9dcd364720826ac7f9e37f946	306f365e4a989cd70092b66648de023b39dca2eb	frontend/src/components/KBSwitcherDropdown.vue	no	preserve-local-modification
M	100644	100644	98fc31d76351af5988a3b2445daa147048bab6fd	137b402bb9f52ba23755af8498adcea3ac314111	frontend/src/components/KnowledgeBaseSelector.vue	no	preserve-local-modification
M	100644	100644	14e2dc8149385e0996df397ca23932f0254c6d45	159694840e2c12ed11c313e177a2817cec84aaf2	frontend/src/components/MentionSelector.vue	yes:M	three-way-preserve-musuw
M	100644	100644	9a4e8055dd52f862edc19f4e703cf4e068852dc5	413981dc2e58fd56b3555c5e057955b4fa6d0b42	frontend/src/components/ModelDebugDrawer.vue	yes:M	three-way-preserve-musuw
M	100644	100644	478346614c0072e0d5f6dabaace2bc13b865702f	464102c8cf3af4393dba9c1baa0f4361dcc21667	frontend/src/components/ModelEditorDialog.vue	no	preserve-local-modification
A	000000	100644	0000000000000000000000000000000000000000	10f1569263f1bacb503be939df6a3c7138dd2848	frontend/src/components/ModelSelector.chat.test.mjs	no	preserve-local-addition
A	000000	100644	0000000000000000000000000000000000000000	1d5d47fd44aaac37be9d3fc5a7097a49076790fe	frontend/src/components/ModelSelector.sourceInteraction.test.mjs	no	preserve-local-addition
