status	base_mode	target_mode	base_blob	target_blob	path	local_change	default_decision
A	000000	100644	0000000000000000000000000000000000000000	afc21ecf29e824c5e477c9e0a44df67e99fd4677	frontend/src/composables/useChatStreamHandler.test.mjs	no	adopt-upstream
M	100644	100644	e3e1619b56e95dbe4b5b3b43a13af7ee195afc89	71ec58c7c665772e5550c06a7228c94727ce60fc	frontend/src/composables/useChatStreamHandler.ts	yes:M	three-way-preserve-musuw
M	100644	100644	38f23a7aa594cc10d94f267d5d0c2727b730cdbe	f7c4ad3362a52fc29190ad4f7c0e6eee38560102	frontend/src/composables/useEmbedChatSession.ts	yes:M	three-way-preserve-musuw
A	000000	100644	0000000000000000000000000000000000000000	09bf8f8f5ec81d37c71a12037a15345ed4c63e0d	frontend/src/config/deploymentCapabilities.test.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	e6219eb13b817cdbb5cd5fe24e38512ef653db6f	frontend/src/config/deploymentCapabilities.ts	no	adopt-upstream
M	100644	100644	70d06e17237fe700c8d4c7bff7bee4f4224f23e9	8dc2b34186840d4646c0c66be1953f678b2ba2c9	frontend/src/config/integrations.ts	no	adopt-upstream
M	100644	100644	29005519e091f0563a359dc4cd6eef1e9a2bdaf5	620f9c1d50a4c91e9623bd523d554b4bc2f1ccfd	frontend/src/config/settingsAccess.test.ts	yes:M	three-way-preserve-musuw
M	100644	100644	c5b9507f64ead131acb8a296dc65411531eef5dc	9452970f74f77f1b64710feb15527741a9a987e4	frontend/src/config/settingsAccess.ts	yes:M	three-way-preserve-musuw
A	000000	100644	0000000000000000000000000000000000000000	078d40e1c47413b6998c9aeb80df18922d5c6c41	frontend/src/config/settingsRoute.test.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	c3f3487b6f01c9f167027cfe87e38391731452c2	frontend/src/config/settingsRoute.ts	no	adopt-upstream
M	100644	100644	303ee7467179a6c4c6f487a1654f3bea621a04d0	723854bf13d4622f5b7ae4196f4ddafe1ef2e593	frontend/src/directives/stableHtml.ts	no	adopt-upstream
M	100644	100644	e7913094151140b0e4c47bcb83a9158eea0ca837	1e37991722878070bd0ec5a8f7a2da2c9b54a701	frontend/src/hooks/useKnowledgeBase.ts	no	adopt-upstream
M	100644	100644	e01c0c10eea20acd282ac106e2a6bb3ba46f3916	3cd7cf3bd0b3fdceb47559e8dded8958cb63588b	frontend/src/i18n/embed.ts	no	adopt-upstream
M	100755	100755	da405b6189302356058316fa5ac09b6a0b484ea4	f7820402ea8b631f2fce7a025950b8c44f79bdb6	frontend/src/i18n/index.ts	yes:M	three-way-preserve-musuw
M	100644	100644	c9b2f46adc6fc0be670f3d9d9ad6f01f920064ef	0cb915f389d8a4031fdbf148fe97a7422a3b2950	frontend/src/i18n/localeKeyAudit.ts	no	adopt-upstream
M	100755	100755	d28822f68e34a4b6d2c6ffc57df2442e1dc337d6	ae0cc1471406e8edf5e8ca183a4e91c707bd9198	frontend/src/i18n/locales/en-US.ts	yes:M	three-way-preserve-musuw
M	100755	100755	4f7b4cfefaee1768a3549cb7cd3f7f9f58b378de	5fe976dd1106899d517cb6536f965c3a1bb868ed	frontend/src/i18n/locales/ko-KR.ts	yes:M	three-way-preserve-musuw
M	100755	100755	dbb4af1ac3e7426fa9c8626ab8659133b7e3b968	b75346a354697000a36d56b82f19bab50f15a997	frontend/src/i18n/locales/ru-RU.ts	yes:M	three-way-preserve-musuw
M	100755	100755	06eb7a75cbfe675e2afe39ff02afa085656a6c85	1fdf6e65e4265173dcec5174058240a14aea8391	frontend/src/i18n/locales/zh-CN.ts	yes:M	three-way-preserve-musuw
A	000000	100644	0000000000000000000000000000000000000000	c5f17c520826e8338bf9ac647e096cd87d1fdc2a	frontend/src/i18n/memoryKeyReferences.test.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	b5f456010f1e5c9a8f7f5d0cfa558b8e11c7a7f3	frontend/src/i18n/resolveDefaultLocale.test.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	808495f57a0dd98ef5af65512e1c746b042828aa	frontend/src/i18n/resolveDefaultLocale.ts	no	adopt-upstream
M	100644	100644	5da03f654b087f55229ce98789b5b4a8b72fb2e1	10d9ae73ae1862776a2ff88f84e1a6e2d87bdf8d	frontend/src/main.ts	yes:M	three-way-preserve-musuw
M	100644	100644	8e46dd80d51faecd26223bc3946ba08d58c6a65e	40280f7973d188bc35c0882467616f97b108f84a	frontend/src/router/index.ts	yes:M	three-way-preserve-musuw
M	100644	100644	216b98b19ceb2be009c6581488ea82309195452c	464cea53486771a01c64a0165b45369c7063409d	frontend/src/stores/auth.ts	yes:M	three-way-preserve-musuw
M	100644	100644	0bd51bda58071b3e55da547524830a44dab4b81a	7a0f44b444221d6f70df7497f0d9504c8cff8ae2	frontend/src/stores/chatResources.ts	yes:M	three-way-preserve-musuw
A	000000	100644	0000000000000000000000000000000000000000	0a8c2edf6267d9e02c9b5939ed33723c55693736	frontend/src/stores/deploymentCapabilities.ts	no	adopt-upstream
M	100644	100644	33cdbe068da7554cadb0ab4146814eea24be4dee	5041ff3e8c7360ece95956a3d1365e81e9be1b63	frontend/src/stores/editorResources.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	341bd5a190397625898292e55b936d5e371187d1	frontend/src/stores/localizedResourceCache.test.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	bd16b7178e56e0977f5889926ff60dd025fd3781	frontend/src/stores/localizedResourceCache.ts	no	adopt-upstream
M	100644	100644	ca520eca9271632deccfe4ce545ced167e2f8abe	19ac6d9ed87ba56a7d42902f56de1049c8547009	frontend/src/stores/menu.ts	yes:M	three-way-preserve-musuw
M	100644	100644	7af8bb4ed64e306bc66edceedde6e24010b08668	ff88602bf3a2448147b8aa580724c6a616107b09	frontend/src/stores/organization.ts	no	adopt-upstream
M	100644	100644	47167a1d210d2905a04f96e3169ff7dd826571d5	be0ac99d9cadf73bc47fe3c58e0e73362b9db0a3	frontend/src/types/mention.ts	no	adopt-upstream
M	100644	100644	1614e1dd8449795692afda28558708f0739417f6	f1cdc455f38bc54b39c927279f4f61ccdbf2796c	frontend/src/types/tool-results.ts	no	adopt-upstream
M	100644	100644	b717903000ab2370fb19d3ac0221baf697383b8e	719324361602e5be64d93e5fedc49ba76249666c	frontend/src/utils/agent-tool-display.test.mjs	no	adopt-upstream
M	100644	100644	7878965dc1e27db3335cb60346c0d452beb210cd	ccaaa1e62acfd1b7f0511abb96b37da46c5b7cc9	frontend/src/utils/agent-tool-display.ts	no	adopt-upstream
M	100644	100644	d7760183424c621a979b4446082ac4a21b411e13	260b52d180aed2d26880e19f9e3a20d0c5298ecf	frontend/src/utils/agent-tool-icons.ts	no	adopt-upstream
M	100644	100644	ec3fa40920a1e3a24a221e9d6b7a4c710ef5bb47	d05a63447484bf248bfc0cf2999bc1d934091be2	frontend/src/utils/attachmentPreview.ts	no	adopt-upstream
M	100644	100644	1eb0d9412a880e0856bcfd82b8f03163d9fd08a9	c99b4f763c1c6a0793d0eec26dbb7590b69b910f	frontend/src/utils/chatMarkdownRenderer.ts	yes:M	three-way-preserve-musuw
M	100644	100644	f4aad38e073c1ebb8512f31c59b88d6b1d586255	3fea409920fcfe7dc898025cfc0ff1cd27da8e1a	frontend/src/utils/chatMessageShared.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	2f89cccb49922ba230a271857d886fd76a683c47	frontend/src/utils/chatQuestionMinimap.test.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	fd6e667d8f9c1a5cf50cebd828a30c604501d9bf	frontend/src/utils/chatQuestionMinimap.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	82972f86eb13185424a734508e7c8875d23623ee	frontend/src/utils/clipboard.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	0e7bf43e7fad733c28bdbcb9c524ceed6577629d	frontend/src/utils/filePreview.test.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	77e62d06f9926345c422ed247b73f5d1cb820ed6	frontend/src/utils/filePreview.ts	no	adopt-upstream
M	100644	100644	163c0f7b0afd5ab589bc84fb1f383033d9e7f206	b6b74db999fead50d44ea4d3b4e2dad87cd72bbf	frontend/src/utils/files.ts	no	adopt-upstream
M	100644	100644	235afda699168e2951c0e47c31dc5796faa0a2a6	414609b6f65af7748c4cd16d9556c4550a136663	frontend/src/utils/index.ts	yes:M	three-way-preserve-musuw
M	100644	100644	7507a1943f27b64c325ee4ca1239e03acbfe53ca	0c688d56cd001bb841ce71f1d8b5116a3e30e3c9	frontend/src/utils/markdownDomPurify.ts	no	adopt-upstream
M	100644	100644	72a0c91fc1e534638b50ccae49bfb7f7fbdebb6d	4b5e866d1e327c4f46f8cd35c39a4d15689515c8	frontend/src/utils/markdownEnhancements.ts	no	adopt-upstream
M	100644	100644	3a26908e00219c4c33a707214658c0b93e56dfa4	5eaaf2167e5a3141892dc85da1c0f48310b7598c	frontend/src/utils/mermaidShared.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	3e2382c92a1048f8a526dfd0899f06837c07c24e	frontend/src/utils/mermaidStreaming.test.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	7440fbd32c49c65bff28131cd1ff8565a58ac8f4	frontend/src/utils/mermaidStreaming.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	d549eb0e2b7e092607593c6f7bac087146c2a6cf	frontend/src/utils/messageTimestamp.test.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	ec3b72e384b327a1638aebad9bc83732c53bc0de	frontend/src/utils/messageTimestamp.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	203c0fbaa8866bc354796d4305b4b83654161d0c	frontend/src/utils/modelDefaults.ts	no	adopt-upstream
M	100644	100644	f5bd1c55c58e62c08b3361d42f5e14e64011b37d	c865396d78b8c1faefe6d172c410551ed1ad9df8	frontend/src/utils/protectedFileAccess.test.ts	no	adopt-upstream
M	100644	100644	ccab611cf9dbaca8d3301be6593a81c88311f1fe	875e06e0ca51d3f420add94849932e57ef0bc44b	frontend/src/utils/protectedFileAccess.ts	no	adopt-upstream
M	100644	100644	c12ac32e9872207b1a570482167e1b85b076e543	a032317f62050b4bcf82b3e25683d33d2154032c	frontend/src/utils/request.ts	yes:M	three-way-preserve-musuw
A	000000	100644	0000000000000000000000000000000000000000	f1912f3da39559f3496287410ace84a370557d36	frontend/src/utils/sandboxArtifactRefs.test.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	62a0b5cb5e38cbfec41691945ed53ac6409d04ee	frontend/src/utils/sandboxArtifactRefs.ts	no	adopt-upstream
M	100644	100644	224a67cecdc0d21ffb7fc4fc5e3de16ec40b0580	09a6b62233ae1fe610ca3dd8718a0a5b291b7c34	frontend/src/utils/security.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	6183d161316464908f00a26ab810c1dc3c89f8a2	frontend/src/utils/shellExecResult.test.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	6d822b7b0d708b25f3879503b1fd0d31ed87f484	frontend/src/utils/shellExecResult.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	80e1a307db9e83d0e2104ed22e8636945146c57e	frontend/src/utils/skillArtifacts.test.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	6644f2dbe1a080432df86402e3b7e3da44e5bc87	frontend/src/utils/skillArtifacts.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	a69e9bbb859a4da40d5310343847a5c6874ddd47	frontend/src/utils/skillToolDisplay.test.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	b76843d101d6df9e6be7904302d23f5700447d2a	frontend/src/utils/skillToolDisplay.ts	no	adopt-upstream
M	100644	100644	39d5804c8e59fefba20636c511b53b3baf83ac20	b5dba02bdf70c3c48cdbfab58fc366f2b93d38d2	frontend/src/utils/tenantSwitch.ts	no	adopt-upstream
M	100644	100644	834c402dd67da78d28433fe0c79fdb8ad34e249b	fa4b03b4311f3cba19e11104f83c5cfe3ba66be3	frontend/src/views/agent/AgentEditorModal.test.mjs	yes:M	three-way-preserve-musuw
M	100644	100644	2561e9c89193642076014f7323fd9b2a00064642	c261d46a2bec6c75f1b21d607e996aeb5ba97dd1	frontend/src/views/agent/AgentEditorModal.vue	yes:M	three-way-preserve-musuw
M	100644	100644	8ae184e369cb6a1fa45d6da3ae9c5bcb470f92b6	1fa5e1eefbec6ce303c29c28dd4257068774d17b	frontend/src/views/agent/AgentList.vue	yes:M	three-way-preserve-musuw
M	100755	100755	b33a355b19f540398854de152d2f0468a21496da	edd29b1e2a41ad94ff7b7485cae03bfe3dfd4e08	frontend/src/views/auth/Login.vue	yes:M	three-way-preserve-musuw
M	100644	100644	55aaaba93cb0323084a343b6e4c414cd992892f7	6afcf6cff8b5dae77c14a1828ff55ee73c38e3ab	frontend/src/views/auth/WorkspaceOnboarding.vue	yes:M	three-way-preserve-musuw
M	100644	100644	ddc17c7abbcfb8fed22f235f45a42a5c404569b0	ddb85de20f2988639f1cdbccd9fe550490d8863e	frontend/src/views/chat/components/AgentStreamDisplay.style.test.mjs	no	adopt-upstream
M	100644	100644	069fb6763dd1067f5e54e7e3290b3e8def526c4e	96e87839f0cbda2960ddf008866cb22d752ad4ca	frontend/src/views/chat/components/AgentStreamDisplay.vue	yes:M	three-way-preserve-musuw
A	000000	100644	0000000000000000000000000000000000000000	051272c25131327370a6eb346d930ffdc9a21822	frontend/src/views/chat/components/ChatArtifactsDrawer.vue	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	27cc324953732b6880e714dbe70a0f1e6273b349	frontend/src/views/chat/components/ChatMemoryStep.vue	no	adopt-upstream
M	100644	100644	b29b837eea4def18601b7f04e5dec7116025861a	52844c603a3e1b80d046ff163124fc7cba7c24a8	frontend/src/views/chat/components/RagPipelineProgress.style.test.mjs	yes:M	three-way-preserve-musuw
M	100644	100644	7e75ef52428adaf44eb97e5e5cee35932b18b5c8	d0d93597f5c61ca62ff835c8ed187ae39542f24f	frontend/src/views/chat/components/RagPipelineProgress.vue	yes:M	three-way-preserve-musuw
M	100644	100644	3c64818c8e76b5eea79648ef11201352c1bd4ef0	142abf9b0f83e97ce3f377c56f08c03bdddd18d4	frontend/src/views/chat/components/ToolResultRenderer.vue	no	adopt-upstream
M	100644	100644	b901e54e3a8ab1737992794590da11c9bfb5e669	3214c34fd8269bcba0b0d7b06c4e34c8939b5016	frontend/src/views/chat/components/answerToolbarCompletion.test.mjs	yes:M	three-way-preserve-musuw
M	100644	100644	f696550fc980c2a648ce19a631729950fe3b0e6b	be4064cf58c794114508a09a5ad0077aa9bbb364	frontend/src/views/chat/components/botmsg.vue	yes:M	three-way-preserve-musuw
M	100644	100644	73ab49b3da5f7f19a3bcca6d7e64868762aeb6cd	f7ea7536b2cc923212c404e6c6e96ec33df3f31c	frontend/src/views/chat/components/tool-results/ChunkDetail.vue	no	adopt-upstream
M	100644	100644	a8d1dc3f80e1274fc3a160b3f755fcd0fb7554a0	8fe01dec2454cda4d999e723e46234a2e68d825f	frontend/src/views/chat/components/tool-results/DocumentInfo.vue	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	b5c70b6fe1d3e4f3ca00d0a2677cdf0352d6b0a8	frontend/src/views/chat/components/tool-results/ReadSkillResult.vue	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	fe9031a5e9b65c1f2bad6542a18b8591129c8757	frontend/src/views/chat/components/tool-results/SandboxFilesResult.vue	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	a70afe4dfa9afa6f212faa33acc1be81483282d3	frontend/src/views/chat/components/tool-results/ShellExecResult.vue	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	c0cbc4e02cb7a78bfeadbcd2383b2e58386cab28	frontend/src/views/chat/components/tool-results/WriteSandboxFileResult.vue	no	adopt-upstream
M	100644	100644	6dd0f2e44e4fc382d6f40702aa4b5eebc2467fea	c85c6e0e5a8760bf1a216616e859cffee126db60	frontend/src/views/chat/components/usermsg.vue	yes:M	three-way-preserve-musuw
M	100644	100644	8544e69f1d153164af88bb9a3f2748a9ece735b8	0dbd60aae62aeac5a90bab59abefccff6562f61e	frontend/src/views/chat/index.vue	yes:M	three-way-preserve-musuw
M	100644	100644	93b40f9a39d3517c256403b9b0f75ea4d0416b62	66d8b680b2f90c9c1ef0e48278d9bf16d8b840ff	frontend/src/views/dev/MarkdownTestPage.vue	no	adopt-upstream
M	100644	100644	610a4ea75deb86a0743e05836849cafa1f1c6a8a	6845877bd8d57dd06e4d14e5ee202a252dabfb6a	frontend/src/views/embed/EmbedChatCore.vue	no	adopt-upstream
M	100644	100644	7a1dc9292d38b80b60ec8e4c8506b44a01dd5d42	91fa1c9d570b94fd40dea9e5647494cb7c1c75dd	frontend/src/views/integrations/ApiIntegrationSettings.vue	yes:M	three-way-preserve-musuw
M	100644	100644	eebacc93451ab798a0db4a7743fe0f9108418838	79801388a2edb701e789b23c3bd8e1c9aa27a29e	frontend/src/views/integrations/ChromeExtensionLanding.vue	no	adopt-upstream
M	100644	100644	5479b1fcd964cb538360c4fec91002e418657cf2	064c29aab3a8485dff298c4a1560c03bb1df6094	frontend/src/views/integrations/ClawSkillLanding.vue	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	47a54c217cdeeb59f36c33b4c8f708ca453d07ea	frontend/src/views/integrations/apiKeyScope.test.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	b4183967c75e85869a4ccc1c92a8ea6717354a0c	frontend/src/views/integrations/apiKeyScope.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	524df8f458e187fbc33e36c029e19caeedfec32a	frontend/src/views/integrations/apiPlaygroundSSE.test.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	09f2a4eb231025f0e871e6cd034bf468905540be	frontend/src/views/integrations/apiPlaygroundSSE.ts	no	adopt-upstream
M	100644	100644	1b1963bfcea822a4aaec34d7df7352dc9de1ba3f	dfa0e41198093599de6c984bfa954a2c42563a87	frontend/src/views/knowledge/KnowledgeBase.vue	yes:M	three-way-preserve-musuw
M	100644	100644	372e181aba4bf95ebfcfc417a0469ce798121fab	59e4b6fb8e31e8d57ac3a11c1191dbb0cb328126	frontend/src/views/knowledge/KnowledgeBaseEditorModal.vue	yes:M	three-way-preserve-musuw
A	000000	100644	0000000000000000000000000000000000000000	cdd5ddd67100c002d821d55580e5ab28506cad0a	frontend/src/views/knowledge/KnowledgeBaseReferenceNavigation.test.ts	no	adopt-upstream
M	100644	100644	0d85aa2ab1ce2b5f85412427e9ee16530b6dab71	e9e115a38144a79e6f12181b14a1c1bd83562fed	frontend/src/views/knowledge/components/DocumentActionMenu.vue	yes:M	three-way-preserve-musuw
M	100644	100644	7fdddb98988e06b2cd6b99b7ab991574abc58964	92e98de85555509c12b7b477da30b5a1d45671ce	frontend/src/views/knowledge/components/DocumentCardView.vue	yes:M	three-way-preserve-musuw
M	100644	100644	dc553565d2c1818878c3c34631dc4d33010f96c6	2fb5fff81609e16d25f81facd20d95707389f36f	frontend/src/views/knowledge/components/DocumentListView.vue	yes:M	three-way-preserve-musuw
A	000000	100644	0000000000000000000000000000000000000000	727202d83934fa7419db9a427f0824b7ec86380a	frontend/src/views/knowledge/components/FAQBatchActions.test.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	496c43a9a71b05ac93504174fe073c7a6996467a	frontend/src/views/knowledge/components/FAQBatchBar.vue	no	adopt-upstream
M	100644	100644	8ef88177805cf7de9ea3cc64c62f24bc6411e275	1d29c9f7621af39046ad2a27c2136159ca1f8070	frontend/src/views/knowledge/components/FAQEntryManager.vue	yes:M	three-way-preserve-musuw
M	100644	100644	61c36c6e815817be9339ce4aa68cdcf82fd6feb8	c51d25157d09d267c086aac2053d16af08a8a96d	frontend/src/views/knowledge/components/KbFolderTree.test.ts	yes:M	three-way-preserve-musuw
A	000000	100644	0000000000000000000000000000000000000000	18dee61dcca980cf1509cdeeafd8f6b32c2700a0	frontend/src/views/knowledge/knowledgeDownloadFileName.test.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	08ceb8ceead50d07e25cfd4fc8780e4cc21e1545	frontend/src/views/knowledge/knowledgeDownloadFileName.ts	no	adopt-upstream
M	100644	100644	cd3cf4ccbcbbae4d78d753b7d306b6989a921070	c3cf2c42059997b866915235d2a69d934b6b8ec4	frontend/src/views/knowledge/settings/DataSourceEditorDialog.vue	no	adopt-upstream
M	100644	100644	ca727c3417026ac18f5a00e5a2b8cc4d52188160	d8ed8ed5ae09f6596cb1c3cf45e5793d16cfd943	frontend/src/views/knowledge/settings/DataSourceSettings.vue	no	adopt-upstream
M	100644	100644	163c38ea181dcd109b6c7006ffb306d93513beac	a3cf664a6036c78887856bf33bf943435de5e22d	frontend/src/views/knowledge/settings/DataSourceTypeIcon.vue	no	adopt-upstream
M	100644	100644	1b487d3ecae7980418bf8dc176a8415eda80398b	77006efeee86fe0b1fed043f5b5d5e74ebb3ff9c	frontend/src/views/knowledge/settings/KBAdvancedSettings.vue	no	adopt-upstream
M	100644	100644	1e6a440bb39c78e5493d658a639d8e99d32d1716	0c82d8f71847a1ce0652f887fd666181da6865e6	frontend/src/views/knowledge/settings/KBModelConfig.vue	yes:M	three-way-preserve-musuw
M	100644	100644	62033d32c78716a51c9a993b84d3dd76d60e58b2	2a8ee26e145de9f03597fcafb9d69ff3dc61fa35	frontend/src/views/knowledge/settings/KBParserSettings.vue	no	adopt-upstream
M	100644	100644	670636f8cc594c83c99c3c99acfb23c06f1e5561	fed001b9737d9157b8aac411e0858cdda6f94e91	frontend/src/views/knowledge/settings/datasourceIcons.ts	no	adopt-upstream
M	100644	100644	5803c8aa29b114efaea673c57cfd2911ccebdc2e	6e5c5acb478748af1d98133d6c216b4e4c83db4e	frontend/src/views/knowledge/wiki/WikiBrowser.vue	yes:M	three-way-preserve-musuw
M	100644	100644	48e549e9e2ad0376fa84f688ad0ffdfdfb98a439	8956b817c605758212ef8c1de67519f2f1f6243a	frontend/src/views/organization/OrganizationList.vue	no	adopt-upstream
M	100644	100644	f5b79c742cdaffae1a6e0faf80caecc2dd4f6407	02aabdca91dd33e5b09ee4dff28e78f4fb3a548d	frontend/src/views/organization/OrganizationSettingsModal.vue	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	10d2c11ff0867360fab9a774161455b244cc8735	frontend/src/views/platform/collectDroppedFiles.test.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	dee556a9047fd9520ffb520301a628617fba9988	frontend/src/views/platform/collectDroppedFiles.ts	no	adopt-upstream
M	100644	100644	7b662caa8aa88513af19a1482e4a081aa6e3364e	4a7cfe7469cd2acd5c2798f1118e51a24c6a8729	frontend/src/views/platform/index.vue	yes:M	three-way-preserve-musuw
A	000000	100644	0000000000000000000000000000000000000000	c5ae02808469ef725306b22de3bc9af10e756f67	frontend/src/views/settings/EnvVarSettings.vue	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	72627810ba07d46815fec7e55991f88f359fac1b	frontend/src/views/settings/MemorySettings.vue	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	7e3c06334557b62a88dd12e31b23e060e5dc11af	frontend/src/views/settings/MemoryWorkspaceSettings.vue	no	adopt-upstream
M	100644	100644	afb70a96ca15fc792a3268fb2b2788987cd82060	ba50c641b8a125ebd79d4395a6f705efafc3d586	frontend/src/views/settings/ModelSettings.vue	yes:M	three-way-preserve-musuw
M	100644	100644	8024be5088730bf03e45a9874f921e50f7aa5355	d0c6739ca6d8148b99ab2745a491af028e093de3	frontend/src/views/settings/ParserEngineSettings.vue	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	3adbd9a9b3bae1ad56771c58c427e71a71fe340a	frontend/src/views/settings/SandboxSettings.vue	no	adopt-upstream
M	100644	100644	df87f00af2982ac58411f40d3f080416a5214048	fabb91f61f0a44ae6e4c4b8f29b54f86badf465d	frontend/src/views/settings/Settings.vue	yes:M	three-way-preserve-musuw
A	000000	100644	0000000000000000000000000000000000000000	f76dba368fab3ad604b5972150fa538e7c976972	frontend/src/views/settings/SkillSettings.test.mjs	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	7335a53ef9f8a1cc03845e134fabbad7fe1d4cff	frontend/src/views/settings/SkillSettings.vue	no	adopt-upstream
M	100644	100644	f69148621113524fda89bce04aee34cb08c55f25	57407d79f40fd84792316ad37a65b3bc0277e6cf	frontend/src/views/settings/TenantMembers.vue	yes:M	three-way-preserve-musuw
M	100644	100644	63d569aaaacf728ae333b8856fcd32790fafea53	cabc49bc90f0c5dd694942e3b5c96585acd79c97	frontend/src/views/settings/UserProfile.vue	yes:M	three-way-preserve-musuw
A	000000	100644	0000000000000000000000000000000000000000	c95f59ac40f96c4cf7dd85782002f53316c09467	frontend/src/views/settings/envVarState.test.ts	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	04072c70fa2e106df42bab7dfa51e048828745b3	frontend/src/views/settings/envVarState.ts	no	adopt-upstream
M	100644	100644	e15b054e714bf13ad256ea09046c109eb4f1a063	53ed76771da57a549de3a976b9730b908afecad0	frontend/src/views/settings/providerLogos.ts	no	adopt-upstream
M	100644	100644	a9bba7319594ab17af39a46c29b24db9797912cd	0100e59d558fe996df239ee51dfa0cf6b2770522	frontend/src/views/system/PlatformAPIKeys.vue	no	adopt-upstream
M	100644	100644	35593daa61173a806f9efd5b634e50154dd19cff	af63f9d732df4253413f3969bbce6f1850737ec8	go.mod	yes:M	three-way-preserve-musuw
M	100644	100644	e9e289427716670a71862b3815a9f270dc6369d7	0eeb7bc83f1a3a303465a837832872887e5dbee3	go.sum	yes:M	three-way-preserve-musuw
M	100644	100644	f8f25e69044789f0f3859d3dcc00b07547330848	0072ff1f0a5f66992491c6f59245173c4de17b63	internal/agent/act.go	no	adopt-upstream
M	100644	100644	297ad0dbbc3d8d646bc60d7f38b28d52533d4482	125330ae147363a53f65351a831f32fa4a0b4223	internal/agent/const.go	no	adopt-upstream
A	000000	100644	0000000000000000000000000000000000000000	b347cde7601c2e7ce6efd221b393433d7bded40d	internal/agent/const_test.go	no	adopt-upstream
M	100644	100644	56188daa1132ab472d39fb11a5f2e33d72c49095	e710ef433ba1d0fb86c604d9da3b4e5cc48d1968	internal/agent/engine.go	yes:M	three-way-preserve-musuw
A	000000	100644	0000000000000000000000000000000000000000	db1a00aa095ec32d6af35a12b2b0490e0e90c7c5	internal/agent/engine_memory_test.go	no	adopt-upstream
M	100644	100644	20869d0344cfa295454819566bba7a9925082be6	5823ff88ed2d561129df8ab2215163e670854f2c	internal/agent/engine_test.go	no	adopt-upstream
M	100644	100644	c5c4b2fa6ae1af45a97597ccecc74eef97ab2392	498e5519480912874a617f2b8b9ce6960b5de1f0	internal/agent/finalize.go	yes:M	three-way-preserve-musuw
M	100644	100644	45e599d88b8cef26069bf9101b44a400662f2432	289406174a585dbbdaa0f9a69be26c882ccbc9cf	internal/agent/observe.go	yes:M	three-way-preserve-musuw
M	100644	100644	2ceb2cab079b510daed8447af3a04d7f21af1088	e920358030fbc54c3704d1395ab7c4a546331b1f	internal/agent/observe_test.go	no	adopt-upstream
M	100644	100644	a6b571a8cc577567f9546f7b7f3951f34b0583db	80d158d3514992456748c9052383866ac727dbef	internal/agent/prompts.go	no	adopt-upstream
